CaseID,Attorney,Paralegal,Legal Assistant,Status,Open Date,Pending Date,Close Date,Jurisdiction,Case Type
ID-2377,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2024-11-23,2025-11-12,2025-12-18,USCIS,I-90
ID-2378,Attorney 1,Paralegal 1,Legal Assistant 2,Open,2024-11-23,,,USCIS,I-601A
ID-2379,Attorney 3,Paralegal 1,Legal Assistant 1,Closed,2024-11-25,2025-10-23,2025-12-15,USCIS,VAWA
ID-2380,Attorney 2,Paralegal 1,Legal Assistant 3,Pending,2024-11-25,2025-01-30,,USCIS,Relative Petition
ID-2381,Attorney 1,Paralegal 4,Legal Assistant 1,Closed,2024-11-26,2025-09-04,2025-12-26,BIA,BIA appeal
ID-2382,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2024-11-27,2025-04-22,2025-07-14,USCIS,I-601A
ID-2383,Attorney 2,Paralegal 3,Legal Assistant 3,Open,2024-11-27,,,USCIS,Relative Petition
ID-2384,Attorney 3,Paralegal 1,Legal Assistant 2,Closed,2024-11-28,2025-05-21,2025-07-28,Immigration Court,Motion to reopen
ID-2385,Attorney 6,Paralegal 2,Legal Assistant 1,Open,2024-11-29,,,USCIS,Adjustment of Status
ID-2386,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2024-11-29,2025-11-01,2025-12-30,USCIS,I-601
ID-2387,Attorney 3,Paralegal 1,Legal Assistant 2,Closed,2024-11-29,2025-10-30,2025-12-31,USCIS,Employment authorization
ID-2388,Attorney 1,Paralegal 2,Legal Assistant 3,Pending,2024-11-30,2025-02-14,,BIA,BIA appeal
ID-2389,Attorney 7,Paralegal 2,Legal Assistant 1,Closed,2024-11-30,2025-04-01,2025-05-21,USCIS,Humanitarian reinstatement
ID-2390,Attorney 1,Paralegal 5,Legal Assistant 3,Open,2024-11-30,,,USCIS,Adjustment of Status
ID-2391,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2024-12-01,,,USCIS,Naturalization
ID-2392,Attorney 1,Paralegal 2,Legal Assistant 2,Open,2024-12-01,,,Immigration Court,Motion to reopen
ID-2393,Attorney 1,Paralegal 4,Legal Assistant 1,Pending,2024-12-02,2025-10-22,,USCIS,Employment authorization
ID-2394,Attorney 4,Paralegal 1,Legal Assistant 1,Closed,2024-12-04,2025-11-29,2025-12-12,USCIS,Adjustment of Status
ID-2395,Attorney 1,Paralegal 4,Legal Assistant 3,Open,2024-12-05,,,USCIS,Relative Petition
ID-2396,Attorney 1,Paralegal 5,Legal Assistant 1,Open,2024-12-05,,,BIA,BIA appeal
ID-2397,Attorney 1,Paralegal 4,Legal Assistant 3,Open,2024-12-06,,,USCIS,I-601A
ID-2398,Attorney 7,Paralegal 2,Legal Assistant 1,Open,2024-12-06,,,USCIS,Employment authorization
ID-2399,Attorney 4,Paralegal 3,Legal Assistant 1,Closed,2024-12-07,2025-01-07,2025-12-13,USCIS,Adjustment of Status
ID-2400,Attorney 6,Paralegal 2,Legal Assistant 3,Pending,2024-12-08,2025-10-28,,USCIS,I-90
ID-2401,Attorney 5,Paralegal 2,Legal Assistant 2,Closed,2024-12-09,2025-06-17,2025-07-27,BIA,Asylum
ID-2402,Attorney 6,Paralegal 5,Legal Assistant 1,Pending,2024-12-09,2025-07-26,,BIA,Cancellation of removal
ID-2403,Attorney 2,Paralegal 1,Legal Assistant 2,Closed,2024-12-09,2025-01-08,2025-10-15,USCIS,U Visa
ID-2404,Attorney 1,Paralegal 3,Legal Assistant 1,Pending,2024-12-09,2025-08-30,,USCIS,I-601A
ID-2405,Attorney 1,Paralegal 2,Legal Assistant 3,Closed,2024-12-09,2025-08-29,2025-09-12,USCIS,Naturalization
ID-2406,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2024-12-10,2025-08-23,,USCIS,Relative Petition
ID-2407,Attorney 3,Paralegal 2,Legal Assistant 1,Pending,2024-12-11,2025-10-12,,USCIS,Naturalization
ID-2408,Attorney 1,Paralegal 3,Legal Assistant 1,Closed,2024-12-12,2025-12-11,2025-12-15,USCIS,Relative Petition
ID-2409,Attorney 1,Paralegal 2,Legal Assistant 2,Open,2024-12-12,,,USCIS,I-601
ID-2410,Attorney 3,Paralegal 4,Legal Assistant 3,Open,2024-12-12,,,USCIS,I-90
ID-2411,Attorney 1,Paralegal 1,Legal Assistant 3,Open,2024-12-12,,,USCIS,Relative Petition
ID-2412,Attorney 1,Paralegal 4,Legal Assistant 1,Open,2024-12-13,,,USCIS,I-601
ID-2413,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2024-12-14,2025-11-04,2025-12-19,USCIS,U Visa
ID-2414,Attorney 3,Paralegal 3,Legal Assistant 1,Open,2024-12-15,,,USCIS,Naturalization
ID-2415,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2024-12-15,2025-09-25,2025-11-23,USCIS,Naturalization
ID-2416,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2024-12-15,2025-12-24,,USCIS,I-751
ID-2417,Attorney 1,Paralegal 4,Legal Assistant 2,Open,2024-12-16,,,BIA,Motion to reopen
ID-2418,Attorney 4,Paralegal 1,Legal Assistant 1,Pending,2024-12-17,2025-08-30,,USCIS,Employment authorization
ID-2419,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2024-12-17,2025-08-29,2025-11-06,Immigration Court,Cancellation of removal
ID-2420,Attorney 1,Paralegal 3,Legal Assistant 1,Closed,2024-12-18,2025-07-11,2025-12-07,USCIS,Employment authorization
ID-2421,Attorney 6,Paralegal 3,Legal Assistant 2,Closed,2024-12-18,2025-10-05,2025-11-01,Immigration Court,Motion to reopen
ID-2422,Attorney 5,Paralegal 4,Legal Assistant 3,Closed,2024-12-18,2025-01-14,2025-07-10,USCIS,I-90
ID-2423,Attorney 1,Paralegal 3,Legal Assistant 3,Open,2024-12-19,,,USCIS,I-601A
ID-2424,Attorney 1,Paralegal 5,Legal Assistant 2,Pending,2024-12-20,2025-06-29,,BIA,Asylum
ID-2425,Attorney 1,Paralegal 2,Legal Assistant 2,Pending,2024-12-20,2025-05-29,,USCIS,I-601A
ID-2426,Attorney 3,Paralegal 2,Legal Assistant 2,Closed,2024-12-21,2025-11-29,2025-12-19,USCIS,U Visa
ID-2427,Attorney 1,Paralegal 4,Legal Assistant 1,Closed,2024-12-23,2025-01-20,2025-10-03,USCIS,Adjustment of Status
ID-2428,Attorney 6,Paralegal 3,Legal Assistant 1,Pending,2024-12-23,2025-08-21,,USCIS,Naturalization
ID-2429,Attorney 4,Paralegal 1,Legal Assistant 2,Closed,2024-12-24,2025-03-03,2025-06-12,USCIS,I-601A
ID-2430,Attorney 2,Paralegal 1,Legal Assistant 2,Open,2024-12-24,,,USCIS,Employment authorization
ID-2431,Attorney 1,Paralegal 2,Legal Assistant 1,Open,2024-12-24,,,USCIS,Naturalization
ID-2432,Attorney 5,Paralegal 3,Legal Assistant 1,Open,2024-12-26,,,USCIS,Humanitarian reinstatement
ID-2433,Attorney 3,Paralegal 2,Legal Assistant 2,Closed,2024-12-26,2025-11-18,2025-12-16,USCIS,Naturalization
ID-2434,Attorney 4,Paralegal 3,Legal Assistant 1,Closed,2024-12-29,2025-11-07,2025-12-02,BIA,Asylum
ID-2435,Attorney 1,Paralegal 4,Legal Assistant 2,Closed,2024-12-30,2025-03-27,2025-08-26,USCIS,U Visa
ID-2436,Attorney 3,Paralegal 1,Legal Assistant 2,Pending,2025-01-01,2025-11-15,,BIA,Cancellation of removal
ID-2437,Attorney 4,Paralegal 2,Legal Assistant 1,Closed,2025-01-01,2025-07-01,2025-12-06,USCIS,Naturalization
ID-2438,Attorney 7,Paralegal 2,Legal Assistant 1,Pending,2025-01-01,2025-12-21,,USCIS,Relative Petition
ID-2439,Attorney 2,Paralegal 1,Legal Assistant 1,Pending,2025-01-02,2025-09-24,,USCIS,Naturalization
ID-2440,Attorney 2,Paralegal 2,Legal Assistant 1,Closed,2025-01-02,2025-01-15,2025-06-02,BIA,Motion to reopen
ID-2441,Attorney 1,Paralegal 2,Legal Assistant 2,Open,2025-01-02,,,USCIS,I-601A
ID-2442,Attorney 3,Paralegal 4,Legal Assistant 2,Closed,2025-01-03,2025-03-18,2025-09-27,USCIS,Relative Petition
ID-2443,Attorney 6,Paralegal 2,Legal Assistant 3,Open,2025-01-03,,,USCIS,VAWA
ID-2444,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2025-01-03,2025-05-30,2025-12-19,USCIS,U Visa
ID-2445,Attorney 1,Paralegal 2,Legal Assistant 2,Closed,2025-01-04,2025-03-22,2025-10-25,USCIS,Relative Petition
ID-2446,Attorney 1,Paralegal 4,Legal Assistant 1,Open,2025-01-04,,,USCIS,Naturalization
ID-2447,Attorney 2,Paralegal 2,Legal Assistant 3,Pending,2025-01-04,2025-02-21,,USCIS,Employment authorization
ID-2448,Attorney 5,Paralegal 1,Legal Assistant 1,Pending,2025-01-05,2025-12-24,,Immigration Court,Motion to reopen
ID-2449,Attorney 1,Paralegal 5,Legal Assistant 2,Closed,2025-01-06,2025-11-14,2025-12-31,BIA,BIA appeal
ID-2450,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2025-01-06,2025-06-12,2025-10-08,USCIS,VAWA
ID-2451,Attorney 6,Paralegal 1,Legal Assistant 1,Open,2025-01-06,,,USCIS,Employment authorization
ID-2452,Attorney 2,Paralegal 1,Legal Assistant 3,Closed,2025-01-07,2025-03-25,2025-06-13,USCIS,U Visa
ID-2453,Attorney 1,Paralegal 3,Legal Assistant 1,Open,2025-01-07,,,BIA,Asylum
ID-2454,Attorney 1,Paralegal 4,Legal Assistant 1,Open,2025-01-07,,,Immigration Court,Cancellation of removal
ID-2455,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2025-01-07,2025-03-14,2025-12-29,USCIS,Relative Petition
ID-2456,Attorney 1,Paralegal 3,Legal Assistant 1,Open,2025-01-07,,,USCIS,Employment authorization
ID-2457,Attorney 3,Paralegal 3,Legal Assistant 1,Closed,2025-01-07,2025-12-01,2025-12-21,USCIS,Relative Petition
ID-2458,Attorney 2,Paralegal 4,Legal Assistant 1,Closed,2025-01-08,2025-05-07,2025-07-04,USCIS,Asylum
ID-2459,Attorney 3,Paralegal 4,Legal Assistant 1,Pending,2025-01-09,2025-01-14,,Immigration Court,Motion to reopen
ID-2460,Attorney 2,Paralegal 3,Legal Assistant 3,Open,2025-01-10,,,USCIS,U Visa
ID-2461,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2025-01-10,2025-06-01,2025-08-08,USCIS,I-601A
ID-2462,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2025-01-11,2025-06-21,2025-08-11,Immigration Court,Asylum
ID-2463,Attorney 1,Paralegal 5,Legal Assistant 1,Closed,2025-01-11,2025-08-20,2025-12-09,Immigration Court,Asylum
ID-2464,Attorney 1,Paralegal 2,Legal Assistant 3,Pending,2025-01-11,2025-05-11,,USCIS,Naturalization
ID-2465,Attorney 3,Paralegal 2,Legal Assistant 3,Closed,2025-01-12,2025-12-04,2025-12-07,Immigration Court,Asylum
ID-2466,Attorney 1,Paralegal 4,Legal Assistant 1,Open,2025-01-12,,,USCIS,Relative Petition
ID-2467,Attorney 3,Paralegal 4,Legal Assistant 2,Closed,2025-01-12,2025-08-28,2025-11-29,Immigration Court,Cancellation of removal
ID-2468,Attorney 1,Paralegal 3,Legal Assistant 1,Closed,2025-01-13,2025-12-27,2025-12-30,USCIS,I-601
ID-2469,Attorney 1,Paralegal 4,Legal Assistant 1,Open,2025-01-13,,,USCIS,Employment authorization
ID-2470,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2025-01-14,2025-05-23,2025-06-09,USCIS,I-90
ID-2471,Attorney 2,Paralegal 3,Legal Assistant 3,Closed,2025-01-15,2025-09-01,2025-11-15,USCIS,I-90
ID-2472,Attorney 3,Paralegal 5,Legal Assistant 1,Open,2025-01-15,,,USCIS,Naturalization
ID-2473,Attorney 4,Paralegal 1,Legal Assistant 3,Open,2025-01-15,,,USCIS,Asylum
ID-2474,Attorney 1,Paralegal 1,Legal Assistant 2,Pending,2025-01-15,2025-05-23,,USCIS,Naturalization
ID-2475,Attorney 2,Paralegal 3,Legal Assistant 2,Pending,2025-01-15,2025-09-17,,USCIS,I-601A
ID-2476,Attorney 4,Paralegal 2,Legal Assistant 2,Pending,2025-01-17,2025-10-04,,BIA,Asylum
ID-2477,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2025-01-17,,,USCIS,Adjustment of Status
ID-2478,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2025-01-18,2025-05-10,2025-11-03,USCIS,Naturalization
ID-2479,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2025-01-19,2025-12-10,2025-12-26,BIA,Motion to reopen
ID-2480,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2025-01-19,2025-11-12,2025-12-08,USCIS,I-601A
ID-2481,Attorney 5,Paralegal 4,Legal Assistant 1,Open,2025-01-19,,,USCIS,I-601
ID-2482,Attorney 1,Paralegal 2,Legal Assistant 3,Pending,2025-01-20,2025-11-25,,USCIS,Relative Petition
ID-2483,Attorney 2,Paralegal 3,Legal Assistant 1,Pending,2025-01-21,2025-04-06,,USCIS,Humanitarian parole
ID-2484,Attorney 4,Paralegal 1,Legal Assistant 1,Open,2025-01-21,,,BIA,Cancellation of removal
ID-2485,Attorney 1,Paralegal 1,Legal Assistant 2,Open,2025-01-21,,,BIA,Cancellation of removal
ID-2486,Attorney 3,Paralegal 1,Legal Assistant 1,Pending,2025-01-22,2025-09-26,,USCIS,Adjustment of Status
ID-2487,Attorney 1,Paralegal 4,Legal Assistant 1,Closed,2025-01-22,2025-02-28,2025-06-11,USCIS,I-601
ID-2488,Attorney 2,Paralegal 5,Legal Assistant 1,Pending,2025-01-24,2025-03-01,,USCIS,U Visa
ID-2489,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2025-01-25,2025-12-22,2025-12-24,USCIS,Asylum
ID-2490,Attorney 1,Paralegal 5,Legal Assistant 1,Pending,2025-01-25,2025-03-18,,USCIS,I-90
ID-2491,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2025-01-26,2025-11-15,2025-11-16,USCIS,Naturalization
ID-2492,Attorney 3,Paralegal 1,Legal Assistant 2,Closed,2025-01-27,2025-06-22,2025-08-31,USCIS,Adjustment of Status
ID-2493,Attorney 3,Paralegal 3,Legal Assistant 3,Open,2025-01-27,,,USCIS,I-601
ID-2494,Attorney 4,Paralegal 1,Legal Assistant 2,Closed,2025-01-27,2025-05-10,2025-10-06,USCIS,I-90
ID-2495,Attorney 1,Paralegal 5,Legal Assistant 1,Open,2025-01-27,,,USCIS,I-601
ID-2496,Attorney 7,Paralegal 1,Legal Assistant 3,Pending,2025-01-28,2025-02-22,,USCIS,I-90
ID-2497,Attorney 1,Paralegal 3,Legal Assistant 3,Pending,2025-01-28,2025-09-13,,Immigration Court,Motion to reopen
ID-2498,Attorney 4,Paralegal 1,Legal Assistant 2,Closed,2025-01-28,2025-09-29,2025-10-03,USCIS,U Visa
ID-2499,Attorney 3,Paralegal 1,Legal Assistant 1,Pending,2025-01-28,2025-07-05,,USCIS,VAWA
ID-2500,Attorney 2,Paralegal 1,Legal Assistant 1,Open,2025-01-29,,,USCIS,Relative Petition
ID-2501,Attorney 2,Paralegal 5,Legal Assistant 2,Pending,2025-01-29,2025-10-29,,USCIS,Adjustment of Status
ID-2502,Attorney 4,Paralegal 2,Legal Assistant 1,Closed,2025-01-30,2025-05-19,2025-12-31,USCIS,I-751
ID-2503,Attorney 3,Paralegal 2,Legal Assistant 1,Closed,2025-02-02,2025-08-05,2025-10-31,Immigration Court,Cancellation of removal
ID-2504,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2025-02-02,,,USCIS,Adjustment of Status
ID-2505,Attorney 4,Paralegal 1,Legal Assistant 1,Open,2025-02-02,,,USCIS,Humanitarian reinstatement
ID-2506,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2025-02-03,2025-05-09,2025-07-18,USCIS,Humanitarian reinstatement
ID-2507,Attorney 2,Paralegal 4,Legal Assistant 1,Closed,2025-02-03,2025-08-15,2025-12-26,USCIS,I-751
ID-2508,Attorney 3,Paralegal 1,Legal Assistant 2,Open,2025-02-04,,,USCIS,Humanitarian reinstatement
ID-2509,Attorney 4,Paralegal 1,Legal Assistant 3,Closed,2025-02-04,2025-03-21,2025-05-13,BIA,Asylum
ID-2510,Attorney 2,Paralegal 2,Legal Assistant 1,Open,2025-02-04,,,USCIS,Humanitarian parole
ID-2511,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2025-02-05,2025-07-12,2025-12-24,USCIS,Adjustment of Status
ID-2512,Attorney 2,Paralegal 1,Legal Assistant 1,Open,2025-02-05,,,USCIS,I-601
ID-2513,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2025-02-06,,,USCIS,Adjustment of Status
ID-2514,Attorney 2,Paralegal 1,Legal Assistant 2,Closed,2025-02-06,2025-08-06,2025-09-17,USCIS,Employment authorization
ID-2515,Attorney 2,Paralegal 3,Legal Assistant 2,Pending,2025-02-09,2025-08-09,,USCIS,U Visa
ID-2516,Attorney 4,Paralegal 1,Legal Assistant 3,Closed,2025-02-10,2025-07-05,2025-09-11,USCIS,VAWA
ID-2517,Attorney 1,Paralegal 3,Legal Assistant 3,Pending,2025-02-10,2025-09-07,,Immigration Court,Motion to reopen
ID-2518,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2025-02-11,2025-07-27,2025-10-02,Immigration Court,Motion to reopen
ID-2519,Attorney 2,Paralegal 4,Legal Assistant 2,Pending,2025-02-12,2025-05-15,,USCIS,Adjustment of Status
ID-2520,Attorney 1,Paralegal 5,Legal Assistant 1,Open,2025-02-12,,,BIA,Asylum
ID-2521,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2025-02-12,2025-04-23,2025-12-30,USCIS,I-601A
ID-2522,Attorney 1,Paralegal 2,Legal Assistant 1,Pending,2025-02-13,2025-09-09,,USCIS,Naturalization
ID-2523,Attorney 2,Paralegal 1,Legal Assistant 1,Pending,2025-02-13,2025-12-12,,USCIS,Relative Petition
ID-2524,Attorney 1,Paralegal 4,Legal Assistant 2,Open,2025-02-14,,,USCIS,Asylum
ID-2525,Attorney 2,Paralegal 2,Legal Assistant 2,Pending,2025-02-14,2025-10-14,,BIA,Motion to reopen
ID-2526,Attorney 5,Paralegal 2,Legal Assistant 1,Closed,2025-02-14,2025-09-07,2025-10-06,USCIS,I-601
ID-2527,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2025-02-14,2025-12-06,2025-12-31,USCIS,Naturalization
ID-2528,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2025-02-15,2025-11-29,2025-12-11,Immigration Court,Motion to reopen
ID-2529,Attorney 1,Paralegal 3,Legal Assistant 2,Closed,2025-02-15,2025-07-27,2025-09-10,BIA,BIA appeal
ID-2530,Attorney 1,Paralegal 2,Legal Assistant 2,Closed,2025-02-17,2025-03-24,2025-09-20,Immigration Court,Motion to reopen
ID-2531,Attorney 2,Paralegal 4,Legal Assistant 1,Closed,2025-02-17,2025-09-07,2025-11-26,USCIS,I-601
ID-2532,Attorney 3,Paralegal 4,Legal Assistant 1,Closed,2025-02-18,2025-09-03,2025-10-15,BIA,Motion to reopen
ID-2533,Attorney 1,Paralegal 2,Legal Assistant 2,Open,2025-02-20,,,USCIS,Adjustment of Status
ID-2534,Attorney 1,Paralegal 2,Legal Assistant 2,Open,2025-02-22,,,USCIS,I-601A
ID-2535,Attorney 1,Paralegal 4,Legal Assistant 1,Closed,2025-02-22,2025-05-20,2025-06-20,USCIS,Relative Petition
ID-2536,Attorney 1,Paralegal 3,Legal Assistant 1,Closed,2025-02-23,2025-11-15,2025-12-04,USCIS,U Visa
ID-2537,Attorney 7,Paralegal 4,Legal Assistant 1,Open,2025-02-23,,,USCIS,Naturalization
ID-2538,Attorney 1,Paralegal 5,Legal Assistant 2,Pending,2025-02-23,2025-11-21,,USCIS,Humanitarian parole
ID-2539,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2025-02-23,2025-06-06,2025-09-27,USCIS,Adjustment of Status
ID-2540,Attorney 1,Paralegal 3,Legal Assistant 2,Closed,2025-02-23,2025-07-22,2025-07-29,USCIS,Naturalization
ID-2541,Attorney 1,Paralegal 3,Legal Assistant 3,Open,2025-02-24,,,USCIS,Humanitarian reinstatement
ID-2542,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2025-02-26,,,USCIS,I-601
ID-2543,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2025-02-26,2025-04-28,2025-05-18,USCIS,U Visa
ID-2544,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2025-02-27,,,USCIS,Humanitarian reinstatement
ID-2545,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2025-02-27,2025-04-23,2025-12-11,BIA,Asylum
ID-2546,Attorney 2,Paralegal 1,Legal Assistant 3,Closed,2025-02-27,2025-05-20,2025-05-29,USCIS,VAWA
ID-2547,Attorney 2,Paralegal 3,Legal Assistant 3,Closed,2025-02-28,2025-06-20,2025-09-07,USCIS,I-601A
ID-2548,Attorney 1,Paralegal 3,Legal Assistant 1,Pending,2025-02-28,2025-05-23,,USCIS,Adjustment of Status
ID-2549,Attorney 5,Paralegal 2,Legal Assistant 3,Pending,2025-02-28,2025-04-16,,USCIS,Naturalization
ID-2550,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2025-03-01,2025-07-16,2025-11-22,Immigration Court,Cancellation of removal
ID-2551,Attorney 7,Paralegal 2,Legal Assistant 2,Pending,2025-03-03,2025-09-08,,USCIS,I-90
ID-2552,Attorney 6,Paralegal 1,Legal Assistant 2,Open,2025-03-03,,,Immigration Court,Cancellation of removal
ID-2553,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2025-03-04,2025-06-11,2025-08-17,USCIS,Naturalization
ID-2554,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2025-03-04,,,USCIS,I-601A
ID-2555,Attorney 5,Paralegal 4,Legal Assistant 2,Closed,2025-03-06,2025-08-14,2025-10-22,USCIS,I-601A
ID-2556,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2025-03-07,,,BIA,Motion to reopen
ID-2557,Attorney 1,Paralegal 2,Legal Assistant 3,Pending,2025-03-09,2025-05-29,,USCIS,Employment authorization
ID-2558,Attorney 2,Paralegal 4,Legal Assistant 1,Open,2025-03-10,,,USCIS,Relative Petition
ID-2559,Attorney 2,Paralegal 1,Legal Assistant 1,Pending,2025-03-10,2025-10-05,,USCIS,VAWA
ID-2560,Attorney 5,Paralegal 4,Legal Assistant 3,Pending,2025-03-10,2025-09-18,,Immigration Court,Asylum
ID-2561,Attorney 3,Paralegal 1,Legal Assistant 1,Pending,2025-03-11,2025-12-20,,USCIS,Asylum
ID-2562,Attorney 5,Paralegal 1,Legal Assistant 1,Closed,2025-03-11,2025-03-27,2025-04-21,USCIS,I-601
ID-2563,Attorney 3,Paralegal 1,Legal Assistant 1,Open,2025-03-11,,,Immigration Court,Cancellation of removal
ID-2564,Attorney 3,Paralegal 2,Legal Assistant 1,Pending,2025-03-12,2025-11-18,,USCIS,Relative Petition
ID-2565,Attorney 2,Paralegal 5,Legal Assistant 1,Open,2025-03-12,,,BIA,Asylum
ID-2566,Attorney 7,Paralegal 2,Legal Assistant 1,Pending,2025-03-12,2025-06-21,,USCIS,Employment authorization
ID-2567,Attorney 7,Paralegal 2,Legal Assistant 1,Closed,2025-03-12,2025-04-01,2025-11-05,USCIS,Humanitarian reinstatement
ID-2568,Attorney 5,Paralegal 1,Legal Assistant 1,Pending,2025-03-12,2025-10-01,,USCIS,VAWA
ID-2569,Attorney 4,Paralegal 5,Legal Assistant 3,Closed,2025-03-13,2025-05-03,2025-10-04,USCIS,I-90
ID-2570,Attorney 2,Paralegal 2,Legal Assistant 3,Closed,2025-03-13,2025-05-04,2025-11-26,USCIS,Humanitarian reinstatement
ID-2571,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2025-03-14,,,USCIS,Adjustment of Status
ID-2572,Attorney 5,Paralegal 5,Legal Assistant 3,Closed,2025-03-14,2025-12-26,2025-12-31,USCIS,Adjustment of Status
ID-2573,Attorney 1,Paralegal 1,Legal Assistant 3,Open,2025-03-14,,,USCIS,Humanitarian reinstatement
ID-2574,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2025-03-15,2025-05-19,2025-08-07,USCIS,Humanitarian parole
ID-2575,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2025-03-17,2025-08-23,2025-08-29,USCIS,I-90
ID-2576,Attorney 2,Paralegal 1,Legal Assistant 1,Open,2025-03-18,,,USCIS,Employment authorization
ID-2577,Attorney 2,Paralegal 3,Legal Assistant 1,Closed,2025-03-18,2025-05-15,2025-08-03,Immigration Court,Motion to reopen
ID-2578,Attorney 1,Paralegal 2,Legal Assistant 3,Pending,2025-03-18,2025-04-23,,USCIS,I-90
ID-2579,Attorney 1,Paralegal 5,Legal Assistant 1,Open,2025-03-19,,,USCIS,I-90
ID-2580,Attorney 1,Paralegal 1,Legal Assistant 3,Pending,2025-03-20,2025-03-21,,USCIS,I-601
ID-2581,Attorney 1,Paralegal 2,Legal Assistant 2,Open,2025-03-21,,,USCIS,VAWA
ID-2582,Attorney 1,Paralegal 3,Legal Assistant 1,Pending,2025-03-21,2025-03-26,,USCIS,Relative Petition
ID-2583,Attorney 3,Paralegal 2,Legal Assistant 1,Open,2025-03-21,,,USCIS,I-90
ID-2584,Attorney 1,Paralegal 2,Legal Assistant 3,Closed,2025-03-23,2025-08-05,2025-08-27,USCIS,Asylum
ID-2585,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2025-03-24,2025-07-25,2025-10-18,USCIS,VAWA
ID-2586,Attorney 1,Paralegal 3,Legal Assistant 2,Closed,2025-03-25,2025-04-05,2025-05-15,USCIS,Asylum
ID-2587,Attorney 2,Paralegal 4,Legal Assistant 3,Pending,2025-03-25,2025-07-02,,USCIS,Adjustment of Status
ID-2588,Attorney 5,Paralegal 1,Legal Assistant 1,Pending,2025-03-25,2025-06-10,,BIA,Cancellation of removal
ID-2589,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2025-03-27,2025-09-03,2025-12-22,USCIS,Relative Petition
ID-2590,Attorney 1,Paralegal 2,Legal Assistant 2,Pending,2025-03-29,2025-12-30,,BIA,BIA appeal
ID-2591,Attorney 3,Paralegal 1,Legal Assistant 3,Open,2025-03-29,,,USCIS,I-90
ID-2592,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2025-03-31,2025-10-08,2025-11-28,USCIS,Relative Petition
ID-2593,Attorney 4,Paralegal 5,Legal Assistant 1,Closed,2025-03-31,2025-12-09,2025-12-15,USCIS,Humanitarian reinstatement
ID-2594,Attorney 7,Paralegal 1,Legal Assistant 1,Closed,2025-03-31,2025-05-23,2025-12-14,USCIS,Naturalization
ID-2595,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2025-04-01,2025-05-30,2025-11-12,BIA,Asylum
ID-2596,Attorney 7,Paralegal 2,Legal Assistant 1,Closed,2025-04-01,2025-10-24,2025-11-23,USCIS,Employment authorization
ID-2597,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2025-04-02,,,USCIS,I-601A
ID-2598,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2025-04-02,2025-06-26,2025-07-24,USCIS,Relative Petition
ID-2599,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2025-04-03,2025-11-20,,USCIS,Employment authorization
ID-2600,Attorney 1,Paralegal 1,Legal Assistant 3,Open,2025-04-04,,,USCIS,VAWA
